nodeid,first,last
tests/test_polygon.py::test_polygon_names,not_run,unobserved
tests/test_polygon.py::test_polygon_ne,not_run,unobserved
tests/test_polygon.py::test_polygon_shapely,not_run,unobserved
tests/test_polygon.py::test_polygon_square,not_run,unobserved
tests/test_polygon.py::test_polygon_square_max_min,not_run,unobserved
tests/test_polygon.py::test_rectangular_cross_section,not_run,unobserved
tests/test_polygon.py::test_skin_thickness_error,not_run,unobserved
tests/test_polygrid.py::test_disc_disc_grid_odd_over,not_run,unobserved
tests/test_polygrid.py::test_disc_disc_grid_odd_under,not_run,unobserved
tests/test_polygrid.py::test_disc_effective_nfilament,not_run,unobserved
tests/test_polygrid.py::test_disc_effective_nfilament_tile,not_run,unobserved
tests/test_polygrid.py::test_disc_in_rectangle,not_run,unobserved
tests/test_polygrid.py::test_disc_rectangle_grid_odd_over,not_run,unobserved
tests/test_polygrid.py::test_disc_square_grid_odd_over,not_run,unobserved
tests/test_polygrid.py::test_hexagon_effective_nfilament,not_run,unobserved
tests/test_polygrid.py::test_hexagon_effective_nfilament_tile,not_run,unobserved
tests/test_polygrid.py::test_hexagon_in_disc,not_run,unobserved
tests/test_polygrid.py::test_hexagon_in_rectangle_horizontal_constraint,not_run,unobserved
tests/test_polygrid.py::test_hexagon_in_rectangle_vertical_constraint,not_run,unobserved
tests/test_polygrid.py::test_limit,not_run,unobserved
tests/test_polygrid.py::test_loop,not_run,unobserved
tests/test_polygrid.py::test_loop_transpose,not_run,unobserved
tests/test_polygrid.py::test_multipolygon,not_run,unobserved
tests/test_polygrid.py::test_poly_buffer,not_run,unobserved
tests/test_polygrid.py::test_rectangle,not_run,unobserved
tests/test_polygrid.py::test_rectangle_effective_nfilament,not_run,unobserved
tests/test_polygrid.py::test_rectangle_effective_nfilament_tile,not_run,unobserved
tests/test_polygrid.py::test_rectangle_grid_horizontal,not_run,unobserved
tests/test_polygrid.py::test_rectangle_grid_vertical,not_run,unobserved
tests/test_polygrid.py::test_rectangle_in_rectangle,not_run,unobserved
tests/test_polygrid.py::test_square,not_run,unobserved
tests/test_polygrid.py::test_square_effective_nfilament,not_run,unobserved
tests/test_polygrid.py::test_square_effective_nfilament_tile,not_run,unobserved
tests/test_polygrid.py::test_square_in_rectangle,not_run,unobserved
tests/test_polyline.py::test_2d_arc_center,not_run,unobserved
tests/test_polyline.py::test_2d_arc_radius,not_run,unobserved
tests/test_polyline.py::test_3d_arc_center,not_run,unobserved
tests/test_polyline.py::test_arc_length,not_run,unobserved
tests/test_polyline.py::test_arc_name,not_run,unobserved
tests/test_polyline.py::test_arc_path,not_run,unobserved
tests/test_polyline.py::test_arc_plot,not_run,unobserved
tests/test_polyline.py::test_arc_plotfit,not_run,unobserved
tests/test_polyline.py::test_arc_points,not_run,unobserved
tests/test_polyline.py::test_arc_points_fail,not_run,unobserved
tests/test_polyline.py::test_circle,not_run,unobserved
tests/test_polyline.py::test_decimate_dual_arc,not_run,unobserved
tests/test_polyline.py::test_decimate_polyline,not_run,unobserved
tests/test_polyline.py::test_decimate_single_arc,not_run,unobserved
tests/test_polyline.py::test_ellipse,not_run,unobserved
tests/test_polyline.py::test_fiducial_polyline_frame,not_run,unobserved
tests/test_polyline.py::test_fiducial_polyline_geometry_segments,not_run,unobserved
tests/test_polyline.py::test_four_point_line,not_run,unobserved
tests/test_polyline.py::test_line_3_point_error,not_run,unobserved
tests/test_polyline.py::test_line_geometry,not_run,unobserved
tests/test_polyline.py::test_line_line_arc_line_line,not_run,unobserved
tests/test_polyline.py::test_line_name,not_run,unobserved
tests/test_polyline.py::test_line_path,not_run,unobserved
tests/test_polyline.py::test_line_plot,not_run,unobserved
tests/test_polyline.py::test_line_points,not_run,unobserved
tests/test_polyline.py::test_match_arc,not_run,unobserved
tests/test_polyline.py::test_match_arc_3d,not_run,unobserved
tests/test_polyline.py::test_match_four_point_arc,not_run,unobserved
tests/test_polyline.py::test_match_single_arc,not_run,unobserved
tests/test_polyline.py::test_match_single_polyarc,not_run,unobserved
tests/test_polyline.py::test_mismatch_single_polyarc_plus_one,not_run,unobserved
tests/test_polyline.py::test_missmatch_dual_arc,not_run,unobserved
tests/test_polyline.py::test_missmatch_four_point_arc,not_run,unobserved
tests/test_polyline.py::test_multi_polyarc_path,not_run,unobserved
tests/test_polyline.py::test_negative_acute,not_run,unobserved
tests/test_polyline.py::test_points_on_polyarc,not_run,unobserved
tests/test_polyline.py::test_polyarc_plot,not_run,unobserved
tests/test_polyline.py::test_polyline_nodes,not_run,unobserved
tests/test_polyline.py::test_polyline_path,not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793--3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793--3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793--4.71238898038469-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793--4.71238898038469-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793-0.5-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793-0.5-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793-2.0943951023931953-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793-2.0943951023931953-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793-3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-3.141592653589793-3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469--3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469--3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469--4.71238898038469-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469--4.71238898038469-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469-0.5-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469-0.5-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469-2.0943951023931953-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469-2.0943951023931953-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469-3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[-4.71238898038469-3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5--3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5--3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5--4.71238898038469-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5--4.71238898038469-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5-0.5-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5-0.5-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5-2.0943951023931953-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5-2.0943951023931953-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5-3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[0.5-3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953--3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953--3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953--4.71238898038469-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953--4.71238898038469-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953-0.5-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953-0.5-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953-2.0943951023931953-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953-2.0943951023931953-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953-3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[2.0943951023931953-3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793--3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793--3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793--4.71238898038469-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793--4.71238898038469-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793-0.5-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793-0.5-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793-2.0943951023931953-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793-2.0943951023931953-1.7],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793-3.141592653589793-0.3],not_run,unobserved
tests/test_polyline.py::test_shifted_arc_length[3.141592653589793-3.141592653589793-1.7],not_run,unobserved
tests/test_polyline.py::test_single_arc_negative_axis,not_run,unobserved
tests/test_polyline.py::test_single_arc_positive_axis,not_run,unobserved
tests/test_polyline.py::test_single_arc_unit_orthogonal_axes[points0],not_run,unobserved
tests/test_polyline.py::test_single_arc_unit_orthogonal_axes[points1],not_run,unobserved
tests/test_polyline.py::test_single_arc_unit_orthogonal_axes[points2],not_run,unobserved
tests/test_polyline.py::test_single_polyarc_path,not_run,unobserved
tests/test_polyline.py::test_straight_line_normal,not_run,unobserved
tests/test_polyline.py::test_three_point_line,not_run,unobserved
tests/test_real_slice_convergence.py::test_diagnosis_does_not_compare_the_fixed_point_scalar_to_profile_bound,not_run,unobserved
tests/test_real_slice_convergence.py::test_norm_conversion_keeps_the_fixed_point_denominator,not_run,unobserved
tests/test_real_slice_convergence.py::test_slice_selection_requires_five_real_rows_and_preserves_alignment,not_run,unobserved
tests/test_regression.py::test_coordinate_update_error,not_run,unobserved
tests/test_regression.py::test_data_init,not_run,unobserved
tests/test_regression.py::test_data_update_index_error,not_run,unobserved
tests/test_regression.py::test_forward[matrix_shape0],not_run,unobserved
tests/test_regression.py::test_forward[matrix_shape1],not_run,unobserved
tests/test_regression.py::test_forward[matrix_shape2],not_run,unobserved
tests/test_regression.py::test_forward_no_data_error,not_run,unobserved
tests/test_regression.py::test_forward_no_model_error,not_run,unobserved
tests/test_regression.py::test_inverse[matrix_shape0],not_run,unobserved
tests/test_regression.py::test_inverse[matrix_shape1],not_run,unobserved
tests/test_regression.py::test_inverse[matrix_shape2],not_run,unobserved
tests/test_regression.py::test_model_init,not_run,unobserved
tests/test_regression.py::test_model_init_index_error,not_run,unobserved
tests/test_regression.py::test_model_update,not_run,unobserved
tests/test_regression.py::test_model_update_index_error,not_run,unobserved
tests/test_regression.py::test_moore_penrose[matrix_shape0],not_run,unobserved
tests/test_regression.py::test_moore_penrose[matrix_shape1],not_run,unobserved
tests/test_regression.py::test_moore_penrose[matrix_shape2],not_run,unobserved
tests/test_regression.py::test_no_data_attribute_error,not_run,unobserved
tests/test_regression.py::test_no_model_attribute_error,not_run,unobserved
tests/test_regression.py::test_regression_dot[matrix_shape0],not_run,unobserved
tests/test_regression.py::test_regression_dot[matrix_shape1],not_run,unobserved
tests/test_regression.py::test_regression_dot[matrix_shape2],not_run,unobserved
tests/test_regression.py::test_regression_lops[matrix_shape0],not_run,unobserved
tests/test_regression.py::test_regression_lops[matrix_shape1],not_run,unobserved
tests/test_regression.py::test_regression_lops[matrix_shape2],not_run,unobserved
tests/test_regression.py::test_regression_lops_dot[matrix_shape0],not_run,unobserved
tests/test_regression.py::test_regression_lops_dot[matrix_shape1],not_run,unobserved
tests/test_regression.py::test_regression_lops_dot[matrix_shape2],not_run,unobserved
tests/test_regression.py::test_svd_matrices,not_run,unobserved
tests/test_rotate.py::test_dot[axis0-vector0],not_run,unobserved
tests/test_rotate.py::test_dot[axis1-vector1],not_run,unobserved
tests/test_rotate.py::test_dot[axis10-vector10],not_run,unobserved
tests/test_rotate.py::test_dot[axis11-vector11],not_run,unobserved
tests/test_rotate.py::test_dot[axis2-vector2],not_run,unobserved
tests/test_rotate.py::test_dot[axis3-vector3],not_run,unobserved
tests/test_rotate.py::test_dot[axis4-vector4],not_run,unobserved
tests/test_rotate.py::test_dot[axis5-vector5],not_run,unobserved
tests/test_rotate.py::test_dot[axis6-vector6],not_run,unobserved
tests/test_rotate.py::test_dot[axis7-vector7],not_run,unobserved
tests/test_rotate.py::test_dot[axis8-vector8],not_run,unobserved
tests/test_rotate.py::test_dot[axis9-vector9],not_run,unobserved
tests/test_rotate.py::test_to_vector,not_run,unobserved
tests/test_rotate.py::test_to_vector_pi,not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_analytic_grad_shafranov_residual_is_machine_zero[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_analytic_grad_shafranov_residual_is_machine_zero[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_analytic_grad_shafranov_residual_is_machine_zero[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_axis_safety_factor_and_elongation_are_unchanged_by_rotation[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_axis_safety_factor_and_elongation_are_unchanged_by_rotation[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_axis_safety_factor_and_elongation_are_unchanged_by_rotation[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_axis_safety_factor_matches_the_contour_quadrature[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_axis_safety_factor_matches_the_contour_quadrature[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_axis_safety_factor_matches_the_contour_quadrature[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_boundary_radii_match_the_lambert_closed_form[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_boundary_radii_match_the_lambert_closed_form[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_boundary_radii_match_the_lambert_closed_form[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_density_and_pressure_pile_up_on_the_outboard_side[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_density_and_pressure_pile_up_on_the_outboard_side[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_density_and_pressure_pile_up_on_the_outboard_side[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_finite_difference_residual_converges_at_fourth_order[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_finite_difference_residual_converges_at_fourth_order[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_finite_difference_residual_converges_at_fourth_order[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_flux_approaches_the_static_limit_linearly_in_the_rotation_parameter[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_flux_approaches_the_static_limit_linearly_in_the_rotation_parameter[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_flux_approaches_the_static_limit_linearly_in_the_rotation_parameter[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_low_mach_truncation_leaves_a_quadratic_rotation_remainder[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_low_mach_truncation_leaves_a_quadratic_rotation_remainder[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_low_mach_truncation_leaves_a_quadratic_rotation_remainder[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_magnetic_axis_is_exact_and_independent_of_rotation[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_magnetic_axis_is_exact_and_independent_of_rotation[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_magnetic_axis_is_exact_and_independent_of_rotation[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_orientation_and_sign_conventions_are_pinned[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_orientation_and_sign_conventions_are_pinned[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_orientation_and_sign_conventions_are_pinned[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_plasma_current_matches_amperes_law[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_plasma_current_matches_amperes_law[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_plasma_current_matches_amperes_law[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_pressure_major_radius_factor_follows_the_isothermal_closure[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_pressure_major_radius_factor_follows_the_isothermal_closure[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_pressure_major_radius_factor_follows_the_isothermal_closure[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_reactor_scale_case_reproduces_its_derived_invariants,not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_references_and_checks_import_no_package_under_test,not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_rotation_increases_the_outward_shafranov_shift[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_rotation_increases_the_outward_shafranov_shift[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_rotation_increases_the_outward_shafranov_shift[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_shape_anchors_survive_a_mach_number_rebuild[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_shape_anchors_survive_a_mach_number_rebuild[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_shape_anchors_survive_a_mach_number_rebuild[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_static_limit_reproduces_the_solovev_closed_form[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_static_limit_reproduces_the_solovev_closed_form[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_static_limit_reproduces_the_solovev_closed_form[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_surface_quadratures_are_node_independent[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_surface_quadratures_are_node_independent[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_surface_quadratures_are_node_independent[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_thermal_mach_number_is_uniform_across_flux_surfaces[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_thermal_mach_number_is_uniform_across_flux_surfaces[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_thermal_mach_number_is_uniform_across_flux_surfaces[weak-rotation-reactor],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_toroidal_current_from_the_operator_matches_the_source_form[moderate-rotation-conventional],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_toroidal_current_from_the_operator_matches_the_source_form[strong-rotation-compact],not_run,unobserved
tests/test_rotating_equilibrium_references.py::test_toroidal_current_from_the_operator_matches_the_source_form[weak-rotation-reactor],not_run,unobserved
tests/test_saddle_partition.py::test_branch_profiles_remove_the_audited_single_chord_current_error,not_run,unobserved
tests/test_saddle_partition.py::test_four_crossing_saddle_partitions_cell_with_explicit_branch_vertex,not_run,unobserved
tests/test_saddle_partition.py::test_traced_support_contract_is_additive_and_keeps_existing_shapes,not_run,unobserved
tests/test_select.py::test_coil,not_run,unobserved
tests/test_select.py::test_ferritic,not_run,unobserved
tests/test_select.py::test_fix,not_run,unobserved
tests/test_select.py::test_generate_false,not_run,unobserved
tests/test_select.py::test_generate_false_attrs,not_run,unobserved
tests/test_select.py::test_plasma_subspace,not_run,unobserved
tests/test_select.py::test_select_subspace,not_run,unobserved
tests/test_shellgrid.py::test_bump_sharp_corners,not_run,unobserved
tests/test_shellgrid.py::test_circle_rdp_features,not_run,unobserved
tests/test_shellgrid.py::test_circle_rdp_features_upscale,not_run,unobserved
tests/test_shellgrid.py::test_frame_columns,not_run,unobserved
tests/test_shellgrid.py::test_min_ndiv,not_run,unobserved
tests/test_shellgrid.py::test_negative_ndiv,not_run,unobserved
tests/test_shellgrid.py::test_negative_thickness_input_error,not_run,unobserved
tests/test_shellgrid.py::test_subsegment_length,not_run,unobserved
tests/test_shellgrid.py::test_thickness_max_space,not_run,unobserved
tests/test_shellgrid.py::test_thickness_max_space_subsegment,not_run,unobserved
tests/test_shellgrid.py::test_unequal_input_error,not_run,unobserved
tests/test_shellgrid.py::test_zero_thickness_input_error,not_run,unobserved
tests/test_sol_closure.py::test_dual_length_tail_and_measured_support_extent,not_run,unobserved
tests/test_sol_closure.py::test_eich_width_uses_the_equilibrium_outboard_midplane_field,not_run,unobserved
tests/test_sol_closure.py::test_material_bounded_support_is_only_valid_for_common_sol,not_run,unobserved
tests/test_sol_closure.py::test_material_mask_is_the_only_common_sol_support,not_run,unobserved
tests/test_sol_closure.py::test_sol_current_matches_confined_value_and_first_derivative[0],not_run,unobserved
tests/test_sol_closure.py::test_sol_current_matches_confined_value_and_first_derivative[1],not_run,unobserved
tests/test_solovev_recovery_gates.py::test_a_flat_excess_fails_even_below_every_absolute_bound,not_run,unobserved
tests/test_solovev_recovery_gates.py::test_the_reduced_oracle_is_a_seconds_class_roundoff_fixed_point,not_run,unobserved
tests/test_space.py::test_arc_start_axes,not_run,unobserved
tests/test_space.py::test_line_and_arc,not_run,unobserved
tests/test_space.py::test_line_start_axes,not_run,unobserved
tests/test_space.py::test_segments_not_implemented,not_run,unobserved
tests/test_stencil_nulls.py::test_axis_gradient_is_finite,not_run,unobserved
tests/test_stencil_nulls.py::test_axis_is_a_gaussian_peak,not_run,unobserved
tests/test_stencil_nulls.py::test_batch_order_and_scalar_adapter_agree,not_run,unobserved
tests/test_stencil_nulls.py::test_classifier_finds_o_and_x,not_run,unobserved
tests/test_stencil_nulls.py::test_cpu_gpu_candidate_metadata_and_coordinates_match,not_run,unobserved
tests/test_stencil_nulls.py::test_equilibrium_module_is_the_only_stencil_implementation,not_run,unobserved
tests/test_stencil_nulls.py::test_extra_mask_restricts_candidates,not_run,unobserved
tests/test_stencil_nulls.py::test_fieldnull_result_is_independent_of_connectivity_import_order,not_run,unobserved
tests/test_stencil_nulls.py::test_hex_plasma_stencil_classifies_saddle_and_has_full_rank_fit,not_run,unobserved
tests/test_stencil_nulls.py::test_host_float64_field_keeps_the_device_axis_contract,not_run,unobserved
tests/test_stencil_nulls.py::test_native_degree_collapses_legacy_duplicates_and_reports_overflow,not_run,unobserved
tests/test_stencil_nulls.py::test_normalized_fp32_fit_is_stable_at_iter_scale_coordinates,not_run,unobserved
tests/test_stencil_nulls.py::test_plateau_is_absent_and_noise_candidates_remain_unresolved,not_run,unobserved
tests/test_stencil_nulls.py::test_weak_native_candidate_is_retained_before_confidence_resolution,not_run,unobserved
tests/test_stencil_nulls.py::test_xpoint_subgrid_matches_symmetry,not_run,unobserved
tests/test_strike.py::test_divertor_multi,not_run,unobserved
tests/test_strike.py::test_divertor_single,not_run,unobserved
tests/test_strike.py::test_main_chamber_number,not_run,unobserved
tests/test_strike.py::test_main_multi_limiter,not_run,unobserved
tests/test_subspace.py::test_frame,not_run,unobserved
tests/test_subspace.py::test_get_at,not_run,unobserved
tests/test_subspace.py::test_get_at_keyerror,not_run,unobserved
tests/test_subspace.py::test_get_frame,not_run,unobserved
tests/test_subspace.py::test_get_iat_indexerror,not_run,unobserved
tests/test_subspace.py::test_getattr,not_run,unobserved
tests/test_subspace.py::test_getitem,not_run,unobserved
tests/test_subspace.py::test_iloc,not_run,unobserved
tests/test_subspace.py::test_init,not_run,unobserved
tests/test_subspace.py::test_insert_negative_factor_Ic,not_run,unobserved
tests/test_subspace.py::test_len,not_run,unobserved
tests/test_subspace.py::test_link_lock,not_run,unobserved
tests/test_subspace.py::test_loc,not_run,unobserved
tests/test_subspace.py::test_loc_error,not_run,unobserved
tests/test_subspace.py::test_loc_slice,not_run,unobserved
tests/test_subspace.py::test_loc_space_access,not_run,unobserved
tests/test_subspace.py::test_set_It_array,not_run,unobserved
tests/test_subspace.py::test_set_at,not_run,unobserved
tests/test_subspace.py::test_set_iat,not_run,unobserved
tests/test_subspace.py::test_set_iat_not_in_subspace_index_error,not_run,unobserved
tests/test_subspace.py::test_set_iloc_row_subspace_lock_error,not_run,unobserved
tests/test_subspace.py::test_set_iloc_subspace_lock_error,not_run,unobserved
tests/test_subspace.py::test_set_loc_It,not_run,unobserved
tests/test_subspace.py::test_set_loc_label_subspace_lock_error,not_run,unobserved
tests/test_subspace.py::test_set_loc_subspace_Ic,not_run,unobserved
tests/test_subspace.py::test_set_loc_subspace_Ic_It,not_run,unobserved
tests/test_subspace.py::test_set_loc_subspace_column_error,not_run,unobserved
tests/test_subspace.py::test_set_loc_subspace_lock_error,not_run,unobserved
tests/test_subspace.py::test_set_subspace_Ic_It_repr,not_run,unobserved
tests/test_subspace.py::test_setattr,not_run,unobserved
tests/test_subspace.py::test_setattr_current,not_run,unobserved
tests/test_subspace.py::test_setattr_error,not_run,unobserved
tests/test_subspace.py::test_setattr_value_error,not_run,unobserved
tests/test_subspace.py::test_setitem,not_run,unobserved
tests/test_subspace.py::test_setitem_value_error,not_run,unobserved
tests/test_subspace.py::test_subarray,not_run,unobserved
tests/test_subspace.py::test_subspace_Ic,not_run,unobserved
tests/test_subspace.py::test_subspace_intersect_columns,not_run,unobserved
tests/test_subspace.py::test_subspace_lock,not_run,unobserved
tests/test_sultan.py::test_absent_campaign_reaches_for_the_server,not_run,unobserved
tests/test_sultan.py::test_both_sides_read,not_run,unobserved
tests/test_sultan.py::test_campaign_metadata_is_cached,not_run,unobserved
tests/test_sultan.py::test_campaign_plan,not_run,unobserved
tests/test_sultan.py::test_database_is_shared,not_run,unobserved
tests/test_sultan.py::test_experiment,not_run,unobserved
tests/test_sultan.py::test_fitfluid_recovers_a_known_model,not_run,unobserved
tests/test_sultan.py::test_fitfluid_reduces_the_residual,not_run,unobserved
tests/test_sultan.py::test_fitfluid_rejects_an_unknown_optimizer,not_run,unobserved
tests/test_sultan.py::test_fitfluid_reports_every_declared_coefficient,not_run,unobserved
tests/test_sultan.py::test_fitfluid_steadystate_follows_the_dc_gain,not_run,unobserved
tests/test_sultan.py::test_fluidmodel_settles_on_the_dc_gain,not_run,unobserved
tests/test_sultan.py::test_fluidprofile_fits_a_cached_shot,not_run,unobserved
tests/test_sultan.py::test_heatindex_brackets_the_pulse,not_run,unobserved
tests/test_sultan.py::test_mode,not_run,unobserved
tests/test_sultan.py::test_mode_splits_the_phase_index,not_run,unobserved
